3.231448572611958170e+00,8.845475878217792243e+00,7.240612398583158082e+00,1.254651450017728997e+01,4.274910904849301474e+00,0.000000000000000000e+00
3.496787049819011894e+00,9.169499417177851441e+00,7.431155961997762738e+00,1.275686562465527807e+01,4.746584836984243161e+00,0.000000000000000000e+00
5.414015500474020470e+00,9.954007753688143723e+00,9.355513541787601639e+00,1.306538286009298844e+01,5.875597258496868314e+00,0.000000000000000000e+00
1.026212833916719802e+01,9.351755061311413542e+00,6.845543820013465286e+00,1.295899684353466697e+01,8.786019525368271132e+00,0.000000000000000000e+00
2.623614874403726205e+00,8.740587301454839420e+00,7.070119659038182292e+00,1.264961930464181350e+01,3.183230404350965159e+00,0.000000000000000000e+00
4.644356331721361641e+00,8.696225893807982388e+00,6.094043308110134838e+00,1.283791570672925353e+01,4.578671505603831626e+00,0.000000000000000000e+00
8.649067359557916390e+00,1.003286683707775673e+01,8.288858028302977132e+00,1.304718078298627226e+01,8.319813750736434699e+00,0.000000000000000000e+00
3.224844043175027153e+00,8.775447012391976997e+00,7.088916817712635599e+00,1.269140712228923284e+01,3.960875059409069809e+00,0.000000000000000000e+00
7.478705786503605957e+00,8.939970623608024525e+00,5.721732904992827606e+00,1.260907100479264997e+01,7.294267899957547208e+00,0.000000000000000000e+00
3.078974973760406630e+00,8.703724439672651414e+00,7.066223734359921238e+00,1.263325483612024946e+01,3.057526650684111225e+00,0.000000000000000000e+00
2.221677168919395040e+00,8.256371217807441099e+00,5.895252505726440440e+00,1.246404336126288293e+01,3.205918726506418182e+00,0.000000000000000000e+00
6.561447125352061427e+00,8.831060604821619364e+00,5.877917563583753058e+00,1.255389739555429429e+01,7.494630163083045638e+00,0.000000000000000000e+00
9.975826018561999575e+00,1.056648991667455029e+01,8.824810174407922148e+00,1.316928176390677407e+01,1.082652598372373376e+01,0.000000000000000000e+00
2.643351051276979113e+00,8.521874152445777284e+00,6.686980317000573493e+00,1.250408506026708721e+01,3.607295068787911507e+00,0.000000000000000000e+00
5.618803466466335550e+00,6.504813234510459452e+00,2.673696743812080445e+00,1.157991313871529648e+01,6.973099835373568922e+00,0.000000000000000000e+00
3.611303549501006849e+00,9.334574517456942999e+00,7.970690769101608453e+00,1.279007836146416466e+01,4.592902661753403670e+00,0.000000000000000000e+00
2.960440998470706742e+00,8.342367153901047772e+00,6.466309970223028003e+00,1.237616279048928547e+01,4.146514848097612393e+00,0.000000000000000000e+00
4.383920856669299759e+00,9.143874615394278038e+00,7.822252425057635961e+00,1.273885545614540682e+01,5.439147103270959960e+00,0.000000000000000000e+00
3.341230658468877568e+00,8.794203495409945504e+00,7.083204120602290210e+00,1.257289365311966023e+01,4.530916692425691394e+00,0.000000000000000000e+00
4.005546697784043708e+00,9.205088835170016637e+00,7.919592129751618081e+00,1.268258366701402728e+01,4.946941508354476547e+00,0.000000000000000000e+00
3.578731481016944826e+00,8.987495555096428390e+00,7.602961666782644734e+00,1.266469534606407876e+01,4.637908795448288046e+00,0.000000000000000000e+00
4.395661447206462569e+00,8.990050076998077344e+00,7.812188346923007565e+00,1.277753457602086939e+01,5.268485964577417136e+00,0.000000000000000000e+00
6.105941174825595397e+00,8.741271761221641512e+00,5.367555907547971294e+00,1.260529676383966624e+01,7.038609320842163619e+00,0.000000000000000000e+00
3.535353715415264109e+00,8.630072661698863001e+00,7.124753254129927882e+00,1.253879157484249518e+01,4.161911438152073650e+00,0.000000000000000000e+00
3.600200481886528969e+00,8.985004821942634834e+00,7.424523424407798444e+00,1.267777776494246389e+01,4.731340704613812065e+00,0.000000000000000000e+00
5.318151613646889153e+00,8.831634506610651414e+00,5.231196838027009299e+00,1.282101693871250347e+01,6.351257001524200696e+00,0.000000000000000000e+00
4.984820321305759805e+00,9.060401213662258257e+00,5.891301252562860746e+00,1.301710642557570097e+01,5.695696928485455501e+00,0.000000000000000000e+00
3.078793477323293448e+00,8.891525836433151753e+00,7.363277910530197090e+00,1.268739376211133951e+01,4.429050719518746959e+00,0.000000000000000000e+00
3.574393309963055820e+00,8.826186159649866525e+00,7.231485342320073784e+00,1.251039006063078318e+01,4.513035403984815730e+00,0.000000000000000000e+00
2.796786205024038185e+00,8.598708186923456509e+00,6.949828506843196863e+00,1.258430071947201334e+01,4.004235762941625865e+00,0.000000000000000000e+00
7.641565735475785992e+00,8.067367242611735989e+00,5.355333205673594499e+00,1.241491899007995059e+01,6.459400141532129602e+00,0.000000000000000000e+00
6.553270491210930082e+00,6.412067418881671976e+00,2.824095758537353174e+00,1.145411027944351545e+01,7.563427768696604048e+00,0.000000000000000000e+00
3.175733337168615833e+00,8.837422733805238906e+00,7.475070577680384964e+00,1.269290795017572115e+01,4.271454511608482107e+00,0.000000000000000000e+00
2.726885709619217391e+00,8.515765059229034151e+00,6.985329678900937367e+00,1.249909919891596388e+01,3.897088157148092424e+00,0.000000000000000000e+00
3.856940205336981897e+00,9.109774287539455173e+00,8.012326515108746605e+00,1.260208353570453355e+01,4.827800162900073744e+00,0.000000000000000000e+00
5.497005473010836418e+00,5.740786399011352792e+00,2.771914346628872483e+00,1.127400179210082598e+01,6.370628188423546945e+00,0.000000000000000000e+00
4.018103745027832296e+00,9.260218776234403038e+00,7.899003677389436540e+00,1.283305981253469596e+01,4.936162977486818093e+00,0.000000000000000000e+00
3.551369219361530050e+00,9.032355643126479094e+00,7.584938805992527122e+00,1.285877973266316587e+01,4.615192470050077489e+00,0.000000000000000000e+00
8.513644894857826273e+00,1.040752094779003833e+01,8.461261878708087991e+00,1.243617925229712817e+01,1.032040379018159193e+01,0.000000000000000000e+00
5.706966668303904200e+00,8.870924171677465608e+00,5.779925322361348705e+00,1.278956177873966560e+01,6.703151926603420740e+00,0.000000000000000000e+00
2.686310649729243050e+00,8.691286919171385961e+00,6.993480898911310639e+00,1.261304460891583012e+01,3.741669405848771834e+00,0.000000000000000000e+00
3.780099579418866096e+00,9.174360377056014926e+00,7.879414842587904921e+00,1.269694522666579317e+01,4.530036155918813812e+00,0.000000000000000000e+00
1.470232802437677044e+01,1.282389289567358581e+01,1.288685371259022006e+01,1.465774113577488436e+01,1.444599246544714077e+01,0.000000000000000000e+00
4.004479295685412055e+00,9.099485932902890539e+00,7.621888423767919640e+00,1.266207836740388437e+01,5.369646064987811052e+00,0.000000000000000000e+00
3.613328974837261676e+00,8.861028877677247451e+00,7.141338075185283962e+00,1.261720271176106678e+01,4.862985066405090429e+00,0.000000000000000000e+00
